initial_allocation,buy_step,total_return,cagr,max_drawdown,annualized_vol,sharpe_like
0.4,0.0375,1.2553,0.1408,-0.2083,0.1389,1.021
0.4,0.04,1.2557,0.1408,-0.2083,0.1389,1.022
0.4,0.0425,1.2562,0.1409,-0.2083,0.1389,1.022
0.4,0.045,1.2566,0.1409,-0.2083,0.1389,1.022
0.4,0.0475,1.257,0.1409,-0.2083,0.1389,1.022
0.4,0.05,1.2574,0.141,-0.2083,0.139,1.022
0.4,0.0525,1.2578,0.141,-0.2083,0.139,1.022
0.4,0.055,1.2583,0.141,-0.2083,0.139,1.022
0.4,0.0575,1.2587,0.1411,-0.2083,0.139,1.023
0.4,0.06,1.2591,0.1411,-0.2083,0.139,1.023
0.4,0.0625,1.2595,0.1411,-0.2083,0.139,1.023
0.4,0.065,1.2599,0.1412,-0.2083,0.139,1.023
0.4,0.0675,1.2603,0.1412,-0.2083,0.1391,1.023
0.4,0.07,1.2607,0.1412,-0.2083,0.1391,1.023
0.4,0.0725,1.2612,0.1413,-0.2083,0.1391,1.023
0.4,0.075,1.2616,0.1413,-0.2083,0.1391,1.023
0.4,0.0775,1.262,0.1413,-0.2083,0.1391,1.024
0.4,0.08,1.2624,0.1414,-0.2083,0.1391,1.024
0.4,0.0825,1.2628,0.1414,-0.2083,0.1392,1.024
0.4,0.085,1.2632,0.1414,-0.2083,0.1392,1.024
0.4,0.0875,1.2636,0.1415,-0.2083,0.1392,1.024
0.4,0.09,1.264,0.1415,-0.2083,0.1392,1.024
0.4,0.0925,1.2644,0.1415,-0.2083,0.1392,1.024
0.4,0.095,1.2648,0.1416,-0.2083,0.1392,1.024
0.4,0.0975,1.2652,0.1416,-0.2083,0.1393,1.024
0.4,0.1,1.2656,0.1416,-0.2083,0.1393,1.024
