sample,structure,interval,step,crash_frac,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,bench_return,bench_sharpe
2011,F79,63,0.1,0.5,5.3278,0.1246,-0.364,0.1893,0.717,8.8541,0.815
2011,F79,63,0.1,0.75,5.5925,0.1276,-0.364,0.1913,0.725,8.8541,0.815
2011,F79,63,0.1,1.0,5.7668,0.1295,-0.364,0.1927,0.73,8.8541,0.815
2011,F79,63,0.15,0.0,0.8558,0.0402,-0.2736,0.1142,0.402,8.8541,0.815
2011,F79,63,0.15,0.25,4.6317,0.1163,-0.364,0.1856,0.687,8.8541,0.815
2011,F79,63,0.15,0.5,5.2759,0.124,-0.364,0.1895,0.714,8.8541,0.815
2011,F79,63,0.15,0.75,5.562,0.1272,-0.364,0.1913,0.723,8.8541,0.815
2011,F79,63,0.15,1.0,5.754,0.1293,-0.364,0.1927,0.729,8.8541,0.815
2011,F79,63,0.2,0.0,0.9891,0.0448,-0.3314,0.1352,0.392,8.8541,0.815
2011,F79,63,0.2,0.25,4.6115,0.1161,-0.364,0.1859,0.685,8.8541,0.815
2011,F79,63,0.2,0.5,5.2367,0.1236,-0.364,0.1896,0.711,8.8541,0.815
2011,F79,63,0.2,0.75,5.5314,0.1269,-0.364,0.1914,0.722,8.8541,0.815
2011,F79,63,0.2,1.0,5.741,0.1292,-0.364,0.1927,0.729,8.8541,0.815
2011,F79,63,0.3,0.0,1.3155,0.0549,-0.3627,0.1528,0.427,8.8541,0.815
2011,F79,63,0.3,0.25,4.5766,0.1156,-0.364,0.1866,0.681,8.8541,0.815
2011,F79,63,0.3,0.5,5.2025,0.1232,-0.364,0.1898,0.709,8.8541,0.815
2011,F79,63,0.3,0.75,5.4944,0.1265,-0.364,0.1915,0.72,8.8541,0.815
2011,F79,63,0.3,1.0,5.7146,0.1289,-0.364,0.1928,0.727,8.8541,0.815
2011,F79,63,0.4,0.0,1.713,0.0656,-0.364,0.1606,0.477,8.8541,0.815
2011,F79,63,0.4,0.25,4.5707,0.1155,-0.364,0.1872,0.679,8.8541,0.815
2011,F79,63,0.4,0.5,5.168,0.1228,-0.364,0.1901,0.706,8.8541,0.815
2011,F79,63,0.4,0.75,5.4733,0.1263,-0.364,0.1916,0.718,8.8541,0.815
2011,F79,63,0.4,1.0,5.6878,0.1286,-0.364,0.1929,0.725,8.8541,0.815
2011,F79,63,0.5,0.0,2.1719,0.0763,-0.364,0.1672,0.524,8.8541,0.815
2011,F79,63,0.5,0.25,4.5857,0.1157,-0.364,0.1876,0.679,8.8541,0.815
2011,F79,63,0.5,0.5,5.1373,0.1225,-0.364,0.1904,0.704,8.8541,0.815
2011,F79,63,0.5,0.75,5.4517,0.126,-0.364,0.1918,0.717,8.8541,0.815
2011,F79,63,0.5,1.0,5.6604,0.1283,-0.364,0.193,0.724,8.8541,0.815
2011,A79,3,0.02,0.0,2.402,0.0811,-0.364,0.1629,0.561,8.8541,0.815
2011,A79,3,0.02,0.25,5.0998,0.122,-0.364,0.1887,0.706,8.8541,0.815
2011,A79,3,0.02,0.5,5.5552,0.1272,-0.364,0.1915,0.723,8.8541,0.815
2011,A79,3,0.02,0.75,5.7349,0.1291,-0.364,0.1927,0.728,8.8541,0.815
2011,A79,3,0.02,1.0,5.8394,0.1302,-0.364,0.1931,0.732,8.8541,0.815
2011,A79,3,0.05,0.0,5.0102,0.121,-0.364,0.1816,0.721,8.8541,0.815
2011,A79,3,0.05,0.25,5.5091,0.1267,-0.364,0.1926,0.717,8.8541,0.815
2011,A79,3,0.05,0.5,5.6635,0.1283,-0.364,0.1939,0.721,8.8541,0.815
2011,A79,3,0.05,0.75,5.7639,0.1294,-0.364,0.1943,0.725,8.8541,0.815
2011,A79,3,0.05,1.0,5.8595,0.1304,-0.364,0.1945,0.729,8.8541,0.815
2011,A79,3,0.1,0.0,5.3875,0.1253,-0.364,0.1961,0.702,8.8541,0.815
2011,A79,3,0.1,0.25,5.6186,0.1279,-0.364,0.1966,0.712,8.8541,0.815
2011,A79,3,0.1,0.5,5.6268,0.1279,-0.364,0.1971,0.711,8.8541,0.815
2011,A79,3,0.1,0.75,5.6334,0.128,-0.364,0.1973,0.711,8.8541,0.815
2011,A79,3,0.1,1.0,5.6621,0.1283,-0.364,0.1974,0.712,8.8541,0.815
2011,A79,3,0.15,0.0,5.5245,0.1268,-0.364,0.1988,0.702,8.8541,0.815
2011,A79,3,0.15,0.25,5.6011,0.1277,-0.364,0.199,0.705,8.8541,0.815
2011,A79,3,0.15,0.5,5.607,0.1277,-0.364,0.1992,0.705,8.8541,0.815
2011,A79,3,0.15,0.75,5.6119,0.1278,-0.364,0.1993,0.705,8.8541,0.815
2011,A79,3,0.15,1.0,5.6341,0.128,-0.364,0.1993,0.706,8.8541,0.815
2011,A79,3,0.2,0.0,5.7075,0.1288,-0.364,0.1999,0.708,8.8541,0.815
2011,A79,3,0.2,0.25,5.7752,0.1295,-0.364,0.2,0.711,8.8541,0.815
2011,A79,3,0.2,0.5,5.7816,0.1296,-0.364,0.2001,0.711,8.8541,0.815
2011,A79,3,0.2,0.75,5.785,0.1296,-0.364,0.2002,0.711,8.8541,0.815
2011,A79,3,0.2,1.0,5.8063,0.1299,-0.364,0.2003,0.712,8.8541,0.815
2011,A79,3,0.3,0.0,5.9069,0.1309,-0.364,0.201,0.714,8.8541,0.815
2011,A79,3,0.3,0.25,5.9085,0.1309,-0.364,0.201,0.714,8.8541,0.815
2011,A79,3,0.3,0.5,5.9184,0.131,-0.364,0.2011,0.715,8.8541,0.815
2011,A79,3,0.3,0.75,5.9221,0.1311,-0.364,0.2012,0.715,8.8541,0.815
2011,A79,3,0.3,1.0,5.9424,0.1313,-0.364,0.2012,0.715,8.8541,0.815
2011,A79,3,0.4,0.0,6.0038,0.1319,-0.364,0.2016,0.717,8.8541,0.815
2011,A79,3,0.4,0.25,6.0132,0.132,-0.364,0.2015,0.718,8.8541,0.815
2011,A79,3,0.4,0.5,6.0219,0.1321,-0.364,0.2017,0.718,8.8541,0.815
2011,A79,3,0.4,0.75,6.0252,0.1321,-0.364,0.2017,0.718,8.8541,0.815
2011,A79,3,0.4,1.0,6.0429,0.1323,-0.364,0.2017,0.719,8.8541,0.815
2011,A79,3,0.5,0.0,6.0662,0.1326,-0.364,0.2021,0.719,8.8541,0.815
2011,A79,3,0.5,0.25,6.1153,0.1331,-0.364,0.202,0.721,8.8541,0.815
2011,A79,3,0.5,0.5,6.1227,0.1331,-0.364,0.2021,0.721,8.8541,0.815
2011,A79,3,0.5,0.75,6.1254,0.1332,-0.364,0.2021,0.721,8.8541,0.815
2011,A79,3,0.5,1.0,6.1405,0.1333,-0.364,0.2021,0.722,8.8541,0.815
2011,A79,5,0.02,0.0,1.3788,0.0567,-0.3635,0.1494,0.445,8.8541,0.815
2011,A79,5,0.02,0.25,5.0197,0.1211,-0.364,0.1871,0.706,8.8541,0.815
2011,A79,5,0.02,0.5,5.4772,0.1263,-0.364,0.1906,0.721,8.8541,0.815
2011,A79,5,0.02,0.75,5.7213,0.129,-0.364,0.1921,0.729,8.8541,0.815
2011,A79,5,0.02,1.0,5.8381,0.1302,-0.364,0.1929,0.733,8.8541,0.815
2011,A79,5,0.05,0.0,3.5101,0.1006,-0.364,0.1709,0.648,8.8541,0.815
2011,A79,5,0.05,0.25,5.2922,0.1242,-0.364,0.19,0.713,8.8541,0.815
2011,A79,5,0.05,0.5,5.6144,0.1278,-0.364,0.1923,0.723,8.8541,0.815
2011,A79,5,0.05,0.75,5.7196,0.1289,-0.364,0.1932,0.726,8.8541,0.815
2011,A79,5,0.05,1.0,5.8436,0.1303,-0.364,0.1934,0.732,8.8541,0.815
2011,A79,5,0.1,0.0,5.2837,0.1241,-0.364,0.185,0.727,8.8541,0.815
2011,A79,5,0.1,0.25,5.5724,0.1274,-0.364,0.1933,0.719,8.8541,0.815
2011,A79,5,0.1,0.5,5.6952,0.1287,-0.364,0.1945,0.722,8.8541,0.815
2011,A79,5,0.1,0.75,5.7795,0.1296,-0.364,0.1948,0.725,8.8541,0.815
2011,A79,5,0.1,1.0,5.8701,0.1305,-0.364,0.195,0.729,8.8541,0.815
2011,A79,5,0.15,0.0,5.5503,0.1271,-0.364,0.1942,0.715,8.8541,0.815
2011,A79,5,0.15,0.25,5.6943,0.1287,-0.364,0.1956,0.718,8.8541,0.815
2011,A79,5,0.15,0.5,5.7129,0.1289,-0.364,0.1963,0.717,8.8541,0.815
2011,A79,5,0.15,0.75,5.7363,0.1291,-0.364,0.1966,0.718,8.8541,0.815
2011,A79,5,0.15,1.0,5.7815,0.1296,-0.364,0.1967,0.72,8.8541,0.815
2011,A79,5,0.2,0.0,5.5489,0.1271,-0.364,0.1973,0.707,8.8541,0.815
2011,A79,5,0.2,0.25,5.6502,0.1282,-0.364,0.1975,0.711,8.8541,0.815
2011,A79,5,0.2,0.5,5.6383,0.1281,-0.364,0.1979,0.71,8.8541,0.815
2011,A79,5,0.2,0.75,5.6392,0.1281,-0.364,0.1981,0.709,8.8541,0.815
2011,A79,5,0.2,1.0,5.6628,0.1283,-0.364,0.1981,0.71,8.8541,0.815
2011,A79,5,0.3,0.0,5.5096,0.1267,-0.364,0.1993,0.7,8.8541,0.815
2011,A79,5,0.3,0.25,5.5691,0.1273,-0.364,0.1995,0.702,8.8541,0.815
2011,A79,5,0.3,0.5,5.5757,0.1274,-0.364,0.1997,0.702,8.8541,0.815
2011,A79,5,0.3,0.75,5.5798,0.1274,-0.364,0.1998,0.702,8.8541,0.815
2011,A79,5,0.3,1.0,5.6045,0.1277,-0.364,0.1998,0.703,8.8541,0.815
2011,A79,5,0.4,0.0,5.5879,0.1275,-0.364,0.2002,0.701,8.8541,0.815
2011,A79,5,0.4,0.25,5.6057,0.1277,-0.364,0.2003,0.702,8.8541,0.815
2011,A79,5,0.4,0.5,5.6146,0.1278,-0.364,0.2005,0.702,8.8541,0.815
2011,A79,5,0.4,0.75,5.6189,0.1279,-0.364,0.2006,0.702,8.8541,0.815
2011,A79,5,0.4,1.0,5.6449,0.1281,-0.364,0.2006,0.703,8.8541,0.815
2011,A79,5,0.5,0.0,5.6267,0.1279,-0.364,0.201,0.701,8.8541,0.815
2011,A79,5,0.5,0.25,5.5882,0.1275,-0.364,0.201,0.7,8.8541,0.815
2011,A79,5,0.5,0.5,5.6013,0.1277,-0.364,0.2011,0.7,8.8541,0.815
2011,A79,5,0.5,0.75,5.6063,0.1277,-0.364,0.2012,0.7,8.8541,0.815
2011,A79,5,0.5,1.0,5.6335,0.128,-0.364,0.2013,0.701,8.8541,0.815
2011,A79,7,0.02,0.0,1.0567,0.047,-0.3404,0.1333,0.412,8.8541,0.815
2011,A79,7,0.02,0.25,4.9522,0.1203,-0.364,0.1864,0.704,8.8541,0.815
2011,A79,7,0.02,0.5,5.459,0.1261,-0.364,0.1902,0.721,8.8541,0.815
2011,A79,7,0.02,0.75,5.7239,0.129,-0.364,0.1919,0.73,8.8541,0.815
2011,A79,7,0.02,1.0,5.8481,0.1303,-0.364,0.1928,0.734,8.8541,0.815
2011,A79,7,0.05,0.0,2.6105,0.0852,-0.364,0.164,0.582,8.8541,0.815
2011,A79,7,0.05,0.25,5.1182,0.1222,-0.364,0.1887,0.707,8.8541,0.815
2011,A79,7,0.05,0.5,5.5859,0.1275,-0.364,0.1915,0.724,8.8541,0.815
2011,A79,7,0.05,0.75,5.7577,0.1294,-0.364,0.1927,0.73,8.8541,0.815
2011,A79,7,0.05,1.0,5.8718,0.1306,-0.364,0.1931,0.734,8.8541,0.815
2011,A79,7,0.1,0.0,4.821,0.1187,-0.364,0.1776,0.722,8.8541,0.815
2011,A79,7,0.1,0.25,5.4637,0.1262,-0.364,0.1915,0.718,8.8541,0.815
2011,A79,7,0.1,0.5,5.6746,0.1285,-0.364,0.1933,0.724,8.8541,0.815
2011,A79,7,0.1,0.75,5.7922,0.1297,-0.364,0.1938,0.728,8.8541,0.815
2011,A79,7,0.1,1.0,5.9171,0.131,-0.364,0.194,0.733,8.8541,0.815
2011,A79,7,0.15,0.0,5.5493,0.1271,-0.364,0.1862,0.737,8.8541,0.815
2011,A79,7,0.15,0.25,5.6324,0.128,-0.364,0.1935,0.721,8.8541,0.815
2011,A79,7,0.15,0.5,5.7745,0.1295,-0.364,0.1946,0.725,8.8541,0.815
2011,A79,7,0.15,0.75,5.859,0.1304,-0.364,0.195,0.728,8.8541,0.815
2011,A79,7,0.15,1.0,5.9579,0.1315,-0.364,0.1952,0.732,8.8541,0.815
2011,A79,7,0.2,0.0,5.6377,0.1281,-0.364,0.1927,0.723,8.8541,0.815
2011,A79,7,0.2,0.25,5.6565,0.1283,-0.364,0.1951,0.718,8.8541,0.815
2011,A79,7,0.2,0.5,5.7349,0.1291,-0.364,0.196,0.719,8.8541,0.815
2011,A79,7,0.2,0.75,5.7862,0.1297,-0.364,0.1962,0.721,8.8541,0.815
2011,A79,7,0.2,1.0,5.8519,0.1303,-0.364,0.1964,0.724,8.8541,0.815
2011,A79,7,0.3,0.0,5.4228,0.1257,-0.364,0.1975,0.7,8.8541,0.815
2011,A79,7,0.3,0.25,5.5765,0.1274,-0.364,0.1978,0.707,8.8541,0.815
2011,A79,7,0.3,0.5,5.5819,0.1275,-0.364,0.1982,0.706,8.8541,0.815
2011,A79,7,0.3,0.75,5.589,0.1275,-0.364,0.1983,0.706,8.8541,0.815
2011,A79,7,0.3,1.0,5.6152,0.1278,-0.364,0.1983,0.707,8.8541,0.815
2011,A79,7,0.4,0.0,5.4976,0.1265,-0.364,0.199,0.7,8.8541,0.815
2011,A79,7,0.4,0.25,5.6118,0.1278,-0.364,0.1992,0.705,8.8541,0.815
2011,A79,7,0.4,0.5,5.6126,0.1278,-0.364,0.1994,0.705,8.8541,0.815
2011,A79,7,0.4,0.75,5.6158,0.1278,-0.364,0.1995,0.704,8.8541,0.815
2011,A79,7,0.4,1.0,5.6393,0.1281,-0.364,0.1995,0.706,8.8541,0.815
2011,A79,7,0.5,0.0,5.6248,0.1279,-0.364,0.2001,0.703,8.8541,0.815
2011,A79,7,0.5,0.25,5.7412,0.1292,-0.364,0.2002,0.709,8.8541,0.815
2011,A79,7,0.5,0.5,5.7439,0.1292,-0.364,0.2004,0.708,8.8541,0.815
2011,A79,7,0.5,0.75,5.7473,0.1292,-0.364,0.2005,0.708,8.8541,0.815
2011,A79,7,0.5,1.0,5.7717,0.1295,-0.364,0.2005,0.709,8.8541,0.815
2011,A79,10,0.02,0.0,0.8326,0.0393,-0.2722,0.1079,0.412,8.8541,0.815
2011,A79,10,0.02,0.25,4.878,0.1194,-0.364,0.1859,0.701,8.8541,0.815
2011,A79,10,0.02,0.5,5.4625,0.1261,-0.364,0.1898,0.723,8.8541,0.815
2011,A79,10,0.02,0.75,5.7178,0.1289,-0.364,0.1917,0.73,8.8541,0.815
2011,A79,10,0.02,1.0,5.8448,0.1303,-0.364,0.1928,0.733,8.8541,0.815
2011,A79,10,0.05,0.0,1.7203,0.0658,-0.364,0.156,0.487,8.8541,0.815
2011,A79,10,0.05,0.25,5.0281,0.1212,-0.364,0.1875,0.705,8.8541,0.815
2011,A79,10,0.05,0.5,5.5041,0.1266,-0.364,0.1908,0.722,8.8541,0.815
2011,A79,10,0.05,0.75,5.7565,0.1293,-0.364,0.1923,0.731,8.8541,0.815
2011,A79,10,0.05,1.0,5.8656,0.1305,-0.364,0.1929,0.734,8.8541,0.815
2011,A79,10,0.1,0.0,3.5442,0.1012,-0.364,0.1704,0.652,8.8541,0.815
2011,A79,10,0.1,0.25,5.2675,0.124,-0.364,0.1898,0.712,8.8541,0.815
2011,A79,10,0.1,0.5,5.6387,0.1281,-0.364,0.1921,0.725,8.8541,0.815
2011,A79,10,0.1,0.75,5.7738,0.1295,-0.364,0.1931,0.729,8.8541,0.815
2011,A79,10,0.1,1.0,5.8962,0.1308,-0.364,0.1934,0.734,8.8541,0.815
2011,A79,10,0.15,0.0,4.8309,0.1188,-0.364,0.178,0.721,8.8541,0.815
2011,A79,10,0.15,0.25,5.4762,0.1263,-0.364,0.1916,0.718,8.8541,0.815
2011,A79,10,0.15,0.5,5.6981,0.1287,-0.364,0.1934,0.725,8.8541,0.815
2011,A79,10,0.15,0.75,5.7944,0.1297,-0.364,0.1939,0.728,8.8541,0.815
2011,A79,10,0.15,1.0,5.9247,0.1311,-0.364,0.1941,0.734,8.8541,0.815
2011,A79,10,0.2,0.0,5.3798,0.1252,-0.364,0.1841,0.735,8.8541,0.815
2011,A79,10,0.2,0.25,5.6474,0.1282,-0.364,0.1931,0.723,8.8541,0.815
2011,A79,10,0.2,0.5,5.7818,0.1296,-0.364,0.1943,0.726,8.8541,0.815
2011,A79,10,0.2,0.75,5.8908,0.1308,-0.364,0.1947,0.73,8.8541,0.815
2011,A79,10,0.2,1.0,5.9944,0.1318,-0.364,0.1949,0.735,8.8541,0.815
2011,A79,10,0.3,0.0,5.6737,0.1285,-0.364,0.1925,0.726,8.8541,0.815
2011,A79,10,0.3,0.25,5.7373,0.1291,-0.364,0.1953,0.721,8.8541,0.815
2011,A79,10,0.3,0.5,5.7876,0.1297,-0.364,0.1961,0.721,8.8541,0.815
2011,A79,10,0.3,0.75,5.8237,0.1301,-0.364,0.1964,0.723,8.8541,0.815
2011,A79,10,0.3,1.0,5.8659,0.1305,-0.364,0.1965,0.724,8.8541,0.815
2011,A79,10,0.4,0.0,5.6217,0.1279,-0.364,0.1966,0.712,8.8541,0.815
2011,A79,10,0.4,0.25,5.6461,0.1282,-0.364,0.1971,0.712,8.8541,0.815
2011,A79,10,0.4,0.5,5.6563,0.1283,-0.364,0.1976,0.711,8.8541,0.815
2011,A79,10,0.4,0.75,5.6641,0.1284,-0.364,0.1977,0.711,8.8541,0.815
2011,A79,10,0.4,1.0,5.6824,0.1285,-0.364,0.1978,0.712,8.8541,0.815
2011,A79,10,0.5,0.0,5.6323,0.128,-0.364,0.1987,0.707,8.8541,0.815
2011,A79,10,0.5,0.25,5.5319,0.1269,-0.364,0.1989,0.702,8.8541,0.815
2011,A79,10,0.5,0.5,5.5289,0.1269,-0.364,0.199,0.701,8.8541,0.815
2011,A79,10,0.5,0.75,5.5301,0.1269,-0.364,0.1991,0.701,8.8541,0.815
2011,A79,10,0.5,1.0,5.5409,0.127,-0.364,0.1991,0.702,8.8541,0.815
2011,A79,14,0.02,0.0,0.5762,0.0294,-0.1956,0.0826,0.393,8.8541,0.815
2011,A79,14,0.02,0.25,4.851,0.119,-0.364,0.1855,0.701,8.8541,0.815
2011,A79,14,0.02,0.5,5.4862,0.1264,-0.364,0.1895,0.725,8.8541,0.815
2011,A79,14,0.02,0.75,5.7317,0.1291,-0.364,0.1915,0.731,8.8541,0.815
2011,A79,14,0.02,1.0,5.8479,0.1303,-0.364,0.1927,0.734,8.8541,0.815
2011,A79,14,0.05,0.0,1.2161,0.052,-0.3608,0.1446,0.424,8.8541,0.815
2011,A79,14,0.05,0.25,5.0082,0.1209,-0.364,0.1866,0.707,8.8541,0.815
2011,A79,14,0.05,0.5,5.5016,0.1266,-0.364,0.1903,0.723,8.8541,0.815
2011,A79,14,0.05,0.75,5.7645,0.1294,-0.364,0.192,0.732,8.8541,0.815
2011,A79,14,0.05,1.0,5.8742,0.1306,-0.364,0.1928,0.735,8.8541,0.815
2011,A79,14,0.1,0.0,2.5178,0.0834,-0.364,0.1633,0.573,8.8541,0.815
2011,A79,14,0.1,0.25,5.1549,0.1227,-0.364,0.1884,0.71,8.8541,0.815
2011,A79,14,0.1,0.5,5.6442,0.1281,-0.364,0.1913,0.728,8.8541,0.815
2011,A79,14,0.1,0.75,5.8092,0.1299,-0.364,0.1925,0.732,8.8541,0.815
2011,A79,14,0.1,1.0,5.9163,0.131,-0.364,0.193,0.736,8.8541,0.815
2011,A79,14,0.15,0.0,3.6997,0.1035,-0.364,0.1709,0.663,8.8541,0.815
2011,A79,14,0.15,0.25,5.3838,0.1253,-0.364,0.1897,0.719,8.8541,0.815
2011,A79,14,0.15,0.5,5.7236,0.129,-0.364,0.1921,0.729,8.8541,0.815
2011,A79,14,0.15,0.75,5.8287,0.1301,-0.364,0.193,0.732,8.8541,0.815
2011,A79,14,0.15,1.0,5.9564,0.1314,-0.364,0.1934,0.737,8.8541,0.815
2011,A79,14,0.2,0.0,4.7298,0.1176,-0.364,0.1763,0.72,8.8541,0.815
2011,A79,14,0.2,0.25,5.5471,0.1271,-0.364,0.1908,0.724,8.8541,0.815
2011,A79,14,0.2,0.5,5.7695,0.1295,-0.364,0.1928,0.73,8.8541,0.815
2011,A79,14,0.2,0.75,5.8822,0.1307,-0.364,0.1936,0.733,8.8541,0.815
2011,A79,14,0.2,1.0,6.0041,0.1319,-0.364,0.1938,0.738,8.8541,0.815
2011,A79,14,0.3,0.0,5.4624,0.1261,-0.364,0.1842,0.739,8.8541,0.815
2011,A79,14,0.3,0.25,5.73,0.1291,-0.364,0.1928,0.728,8.8541,0.815
2011,A79,14,0.3,0.5,5.9124,0.131,-0.364,0.1941,0.733,8.8541,0.815
2011,A79,14,0.3,0.75,6.0207,0.1321,-0.364,0.1946,0.737,8.8541,0.815
2011,A79,14,0.3,1.0,6.1133,0.133,-0.364,0.1948,0.74,8.8541,0.815
2011,A79,14,0.4,0.0,5.7687,0.1295,-0.364,0.1898,0.738,8.8541,0.815
2011,A79,14,0.4,0.25,5.8635,0.1305,-0.364,0.194,0.731,8.8541,0.815
2011,A79,14,0.4,0.5,5.9842,0.1317,-0.364,0.1952,0.733,8.8541,0.815
2011,A79,14,0.4,0.75,6.0483,0.1324,-0.364,0.1956,0.735,8.8541,0.815
2011,A79,14,0.4,1.0,6.1082,0.133,-0.364,0.1957,0.738,8.8541,0.815
2011,A79,14,0.5,0.0,5.804,0.1298,-0.364,0.1949,0.726,8.8541,0.815
2011,A79,14,0.5,0.25,5.9378,0.1312,-0.364,0.1955,0.73,8.8541,0.815
2011,A79,14,0.5,0.5,5.9982,0.1319,-0.364,0.1964,0.731,8.8541,0.815
2011,A79,14,0.5,0.75,6.0197,0.1321,-0.364,0.1967,0.731,8.8541,0.815
2011,A79,14,0.5,1.0,6.0488,0.1324,-0.364,0.1968,0.732,8.8541,0.815
2011,A79,21,0.02,0.0,0.3616,0.0198,-0.1296,0.061,0.353,8.8541,0.815
2011,A79,21,0.02,0.25,4.7696,0.118,-0.364,0.1852,0.697,8.8541,0.815
2011,A79,21,0.02,0.5,5.4572,0.1261,-0.364,0.1893,0.724,8.8541,0.815
2011,A79,21,0.02,0.75,5.6909,0.1286,-0.364,0.1914,0.73,8.8541,0.815
2011,A79,21,0.02,1.0,5.828,0.1301,-0.364,0.1927,0.733,8.8541,0.815
2011,A79,21,0.05,0.0,0.9105,0.0421,-0.3003,0.1196,0.405,8.8541,0.815
2011,A79,21,0.05,0.25,4.8339,0.1188,-0.364,0.1859,0.699,8.8541,0.815
2011,A79,21,0.05,0.5,5.4213,0.1257,-0.364,0.1898,0.721,8.8541,0.815
2011,A79,21,0.05,0.75,5.6897,0.1286,-0.364,0.1917,0.729,8.8541,0.815
2011,A79,21,0.05,1.0,5.8246,0.1301,-0.364,0.1928,0.732,8.8541,0.815
2011,A79,21,0.1,0.0,1.522,0.0607,-0.364,0.1537,0.461,8.8541,0.815
2011,A79,21,0.1,0.25,4.9032,0.1197,-0.364,0.1869,0.7,8.8541,0.815
2011,A79,21,0.1,0.5,5.4145,0.1256,-0.364,0.1905,0.718,8.8541,0.815
2011,A79,21,0.1,0.75,5.6946,0.1287,-0.364,0.192,0.728,8.8541,0.815
2011,A79,21,0.1,1.0,5.8182,0.13,-0.364,0.1929,0.732,8.8541,0.815
2011,A79,21,0.15,0.0,2.3628,0.0803,-0.364,0.1626,0.557,8.8541,0.815
2011,A79,21,0.15,0.25,4.9321,0.12,-0.364,0.1881,0.698,8.8541,0.815
2011,A79,21,0.15,0.5,5.4421,0.1259,-0.364,0.191,0.718,8.8541,0.815
2011,A79,21,0.15,0.75,5.6861,0.1286,-0.364,0.1924,0.727,8.8541,0.815
2011,A79,21,0.15,1.0,5.8109,0.1299,-0.364,0.193,0.731,8.8541,0.815
2011,A79,21,0.2,0.0,3.146,0.0948,-0.364,0.1681,0.624,8.8541,0.815
2011,A79,21,0.2,0.25,5.0162,0.121,-0.364,0.189,0.701,8.8541,0.815
2011,A79,21,0.2,0.5,5.5084,0.1267,-0.364,0.1916,0.72,8.8541,0.815
2011,A79,21,0.2,0.75,5.6651,0.1284,-0.364,0.1927,0.725,8.8541,0.815
2011,A79,21,0.2,1.0,5.8027,0.1298,-0.364,0.1932,0.73,8.8541,0.815
2011,A79,21,0.3,0.0,4.3693,0.1129,-0.364,0.175,0.701,8.8541,0.815
2011,A79,21,0.3,0.25,5.1978,0.1232,-0.364,0.1904,0.707,8.8541,0.815
2011,A79,21,0.3,0.5,5.4892,0.1264,-0.364,0.1925,0.716,8.8541,0.815
2011,A79,21,0.3,0.75,5.6649,0.1284,-0.364,0.1933,0.723,8.8541,0.815
2011,A79,21,0.3,1.0,5.7922,0.1297,-0.364,0.1937,0.728,8.8541,0.815
2011,A79,21,0.4,0.0,5.0056,0.1209,-0.364,0.1798,0.726,8.8541,0.815
2011,A79,21,0.4,0.25,5.2793,0.1241,-0.364,0.1918,0.707,8.8541,0.815
2011,A79,21,0.4,0.5,5.5295,0.1269,-0.364,0.1934,0.716,8.8541,0.815
2011,A79,21,0.4,0.75,5.6936,0.1287,-0.364,0.194,0.723,8.8541,0.815
2011,A79,21,0.4,1.0,5.8066,0.1299,-0.364,0.1944,0.727,8.8541,0.815
2011,A79,21,0.5,0.0,5.343,0.1248,-0.364,0.1846,0.731,8.8541,0.815
2011,A79,21,0.5,0.25,5.3643,0.125,-0.364,0.193,0.709,8.8541,0.815
2011,A79,21,0.5,0.5,5.5884,0.1275,-0.364,0.1943,0.717,8.8541,0.815
2011,A79,21,0.5,0.75,5.7289,0.129,-0.364,0.1948,0.722,8.8541,0.815
2011,A79,21,0.5,1.0,5.8266,0.1301,-0.364,0.1951,0.726,8.8541,0.815
2011,A79,28,0.02,0.0,0.2551,0.0146,-0.1164,0.0509,0.31,8.8541,0.815
2011,A79,28,0.02,0.25,4.7601,0.1179,-0.364,0.1851,0.697,8.8541,0.815
2011,A79,28,0.02,0.5,5.4649,0.1262,-0.364,0.1892,0.724,8.8541,0.815
2011,A79,28,0.02,0.75,5.6999,0.1287,-0.364,0.1913,0.73,8.8541,0.815
2011,A79,28,0.02,1.0,5.8234,0.13,-0.364,0.1927,0.733,8.8541,0.815
2011,A79,28,0.05,0.0,0.7046,0.0345,-0.2379,0.0966,0.401,8.8541,0.815
2011,A79,28,0.05,0.25,4.8168,0.1186,-0.364,0.1855,0.699,8.8541,0.815
2011,A79,28,0.05,0.5,5.4458,0.126,-0.364,0.1896,0.722,8.8541,0.815
2011,A79,28,0.05,0.75,5.7013,0.1288,-0.364,0.1915,0.73,8.8541,0.815
2011,A79,28,0.05,1.0,5.8133,0.1299,-0.364,0.1928,0.732,8.8541,0.815
2011,A79,28,0.1,0.0,1.1841,0.051,-0.3556,0.1425,0.421,8.8541,0.815
2011,A79,28,0.1,0.25,4.8857,0.1195,-0.364,0.1862,0.701,8.8541,0.815
2011,A79,28,0.1,0.5,5.413,0.1256,-0.364,0.1901,0.719,8.8541,0.815
2011,A79,28,0.1,0.75,5.6837,0.1286,-0.364,0.1918,0.728,8.8541,0.815
2011,A79,28,0.1,1.0,5.7957,0.1298,-0.364,0.1928,0.731,8.8541,0.815
2011,A79,28,0.15,0.0,1.6924,0.0651,-0.364,0.1559,0.483,8.8541,0.815
2011,A79,28,0.15,0.25,4.9368,0.1201,-0.364,0.187,0.702,8.8541,0.815
2011,A79,28,0.15,0.5,5.4575,0.1261,-0.364,0.1906,0.72,8.8541,0.815
