sample,structure,interval,step,crash_frac,total_return,cagr,max_drawdown,annualized_vol,sharpe_like,bench_return,bench_sharpe
5y,A65,10,0.05,0.25,0.4817,0.0819,-0.2718,0.1794,0.53,0.8025,0.633
5y,A65,10,0.05,0.5,0.548,0.0914,-0.2718,0.1868,0.563,0.8025,0.633
5y,A65,10,0.05,0.75,0.5946,0.0979,-0.2718,0.19,0.589,0.8025,0.633
5y,A65,10,0.05,1.0,0.6407,0.1042,-0.2718,0.1913,0.616,0.8025,0.633
5y,A65,10,0.1,0.0,0.3368,0.0599,-0.2143,0.1241,0.532,0.8025,0.633
5y,A65,10,0.1,0.25,0.4858,0.0825,-0.2718,0.1828,0.527,0.8025,0.633
5y,A65,10,0.1,0.5,0.5672,0.0941,-0.2718,0.1884,0.573,0.8025,0.633
5y,A65,10,0.1,0.75,0.6181,0.1012,-0.2718,0.1904,0.603,0.8025,0.633
5y,A65,10,0.1,1.0,0.6523,0.1058,-0.2718,0.1915,0.623,0.8025,0.633
5y,A65,10,0.15,0.0,0.3715,0.0653,-0.2617,0.1552,0.487,0.8025,0.633
5y,A65,10,0.15,0.25,0.5218,0.0877,-0.2718,0.1843,0.55,0.8025,0.633
5y,A65,10,0.15,0.5,0.5973,0.0983,-0.2718,0.1892,0.592,0.8025,0.633
5y,A65,10,0.15,0.75,0.6336,0.1033,-0.2718,0.1909,0.612,0.8025,0.633
5y,A65,10,0.15,1.0,0.6635,0.1073,-0.2718,0.1919,0.629,0.8025,0.633
5y,A65,10,0.2,0.0,0.4544,0.0779,-0.2715,0.1679,0.532,0.8025,0.633
5y,A65,10,0.2,0.25,0.5565,0.0926,-0.2718,0.1854,0.572,0.8025,0.633
5y,A65,10,0.2,0.5,0.6148,0.1007,-0.2718,0.1899,0.602,0.8025,0.633
5y,A65,10,0.2,0.75,0.6482,0.1052,-0.2718,0.1915,0.62,0.8025,0.633
5y,A65,10,0.2,1.0,0.6743,0.1087,-0.2718,0.1925,0.634,0.8025,0.633
5y,A65,10,0.3,0.0,0.5589,0.093,-0.2718,0.1805,0.585,0.8025,0.633
5y,A65,10,0.3,0.25,0.5955,0.0981,-0.2718,0.188,0.593,0.8025,0.633
5y,A65,10,0.3,0.5,0.6476,0.1052,-0.2718,0.1918,0.619,0.8025,0.633
5y,A65,10,0.3,0.75,0.6716,0.1084,-0.2718,0.1932,0.631,0.8025,0.633
5y,A65,10,0.3,1.0,0.6945,0.1114,-0.2718,0.194,0.643,0.8025,0.633
5y,A65,10,0.4,0.0,0.6044,0.0993,-0.2718,0.1872,0.601,0.8025,0.633
5y,A65,10,0.4,0.25,0.6246,0.1021,-0.2718,0.1906,0.607,0.8025,0.633
5y,A65,10,0.4,0.5,0.6674,0.1078,-0.2718,0.1939,0.627,0.8025,0.633
5y,A65,10,0.4,0.75,0.6876,0.1105,-0.2718,0.1951,0.637,0.8025,0.633
5y,A65,10,0.4,1.0,0.7079,0.1131,-0.2718,0.1957,0.648,0.8025,0.633
5y,A65,10,0.5,0.0,0.6699,0.1081,-0.2718,0.1929,0.631,0.8025,0.633
5y,A65,10,0.5,0.25,0.6445,0.1047,-0.2718,0.1934,0.614,0.8025,0.633
5y,A65,10,0.5,0.5,0.6826,0.1098,-0.2718,0.1961,0.631,0.8025,0.633
5y,A65,10,0.5,0.75,0.7009,0.1122,-0.2718,0.1971,0.64,0.8025,0.633
5y,A65,10,0.5,1.0,0.719,0.1146,-0.2718,0.1977,0.65,0.8025,0.633
5y,A65,14,0.02,0.0,0.0759,0.0148,-0.0321,0.0216,0.692,0.8025,0.633
5y,A65,14,0.02,0.25,0.4787,0.0815,-0.2718,0.1773,0.532,0.8025,0.633
5y,A65,14,0.02,0.5,0.5579,0.0928,-0.2718,0.185,0.574,0.8025,0.633
5y,A65,14,0.02,0.75,0.5932,0.0978,-0.2718,0.1887,0.59,0.8025,0.633
5y,A65,14,0.02,1.0,0.6336,0.1033,-0.2718,0.1912,0.612,0.8025,0.633
5y,A65,14,0.05,0.0,0.1472,0.0279,-0.0794,0.0467,0.615,0.8025,0.633
5y,A65,14,0.05,0.25,0.4825,0.082,-0.2718,0.1783,0.533,0.8025,0.633
5y,A65,14,0.05,0.5,0.5543,0.0923,-0.2718,0.1858,0.57,0.8025,0.633
5y,A65,14,0.05,0.75,0.5885,0.0971,-0.2718,0.1897,0.585,0.8025,0.633
5y,A65,14,0.05,1.0,0.6409,0.1043,-0.2718,0.1912,0.616,0.8025,0.633
5y,A65,14,0.1,0.0,0.2723,0.0494,-0.1556,0.0927,0.569,0.8025,0.633
5y,A65,14,0.1,0.25,0.4851,0.0824,-0.2718,0.1802,0.531,0.8025,0.633
5y,A65,14,0.1,0.5,0.5495,0.0917,-0.2718,0.1876,0.563,0.8025,0.633
5y,A65,14,0.1,0.75,0.613,0.1005,-0.2718,0.1902,0.6,0.8025,0.633
5y,A65,14,0.1,1.0,0.6529,0.1059,-0.2718,0.1914,0.623,0.8025,0.633
5y,A65,14,0.15,0.0,0.3187,0.057,-0.2225,0.1336,0.483,0.8025,0.633
5y,A65,14,0.15,0.25,0.4859,0.0825,-0.2718,0.1823,0.528,0.8025,0.633
5y,A65,14,0.15,0.5,0.5734,0.095,-0.2718,0.1884,0.578,0.8025,0.633
5y,A65,14,0.15,0.75,0.6301,0.1028,-0.2718,0.1905,0.611,0.8025,0.633
5y,A65,14,0.15,1.0,0.6647,0.1074,-0.2718,0.1917,0.63,0.8025,0.633
5y,A65,14,0.2,0.0,0.3169,0.0567,-0.259,0.1543,0.436,0.8025,0.633
5y,A65,14,0.2,0.25,0.5041,0.0852,-0.2718,0.1836,0.539,0.8025,0.633
5y,A65,14,0.2,0.5,0.5968,0.0982,-0.2718,0.189,0.592,0.8025,0.633
5y,A65,14,0.2,0.75,0.6438,0.1046,-0.2718,0.191,0.619,0.8025,0.633
5y,A65,14,0.2,1.0,0.6762,0.109,-0.2718,0.192,0.637,0.8025,0.633
5y,A65,14,0.3,0.0,0.4681,0.0799,-0.2718,0.1695,0.54,0.8025,0.633
5y,A65,14,0.3,0.25,0.5532,0.0922,-0.2718,0.1855,0.57,0.8025,0.633
5y,A65,14,0.3,0.5,0.6302,0.1028,-0.2718,0.1903,0.611,0.8025,0.633
5y,A65,14,0.3,0.75,0.6683,0.1079,-0.2718,0.1921,0.632,0.8025,0.633
5y,A65,14,0.3,1.0,0.6985,0.1119,-0.2718,0.1931,0.648,0.8025,0.633
5y,A65,14,0.4,0.0,0.514,0.0866,-0.2718,0.1785,0.556,0.8025,0.633
5y,A65,14,0.4,0.25,0.5762,0.0954,-0.2718,0.1874,0.582,0.8025,0.633
5y,A65,14,0.4,0.5,0.6424,0.1045,-0.2718,0.1918,0.616,0.8025,0.633
5y,A65,14,0.4,0.75,0.6766,0.109,-0.2718,0.1934,0.634,0.8025,0.633
5y,A65,14,0.4,1.0,0.7059,0.1129,-0.2718,0.1944,0.649,0.8025,0.633
5y,A65,14,0.5,0.0,0.5055,0.0854,-0.2718,0.1863,0.535,0.8025,0.633
5y,A65,14,0.5,0.25,0.5812,0.0961,-0.2718,0.1895,0.581,0.8025,0.633
5y,A65,14,0.5,0.5,0.6472,0.1051,-0.2718,0.1936,0.615,0.8025,0.633
5y,A65,14,0.5,0.75,0.6778,0.1092,-0.2718,0.195,0.631,0.8025,0.633
5y,A65,14,0.5,1.0,0.7062,0.1129,-0.2718,0.1959,0.646,0.8025,0.633
5y,A65,21,0.02,0.0,0.0612,0.012,-0.0268,0.0165,0.732,0.8025,0.633
5y,A65,21,0.02,0.25,0.4776,0.0813,-0.2718,0.1769,0.532,0.8025,0.633
5y,A65,21,0.02,0.5,0.5608,0.0932,-0.2718,0.1848,0.577,0.8025,0.633
5y,A65,21,0.02,0.75,0.5972,0.0983,-0.2718,0.1885,0.594,0.8025,0.633
5y,A65,21,0.02,1.0,0.6355,0.1035,-0.2718,0.1912,0.613,0.8025,0.633
5y,A65,21,0.05,0.0,0.1092,0.021,-0.0543,0.0307,0.694,0.8025,0.633
5y,A65,21,0.05,0.25,0.4806,0.0818,-0.2718,0.1774,0.533,0.8025,0.633
5y,A65,21,0.05,0.5,0.5621,0.0934,-0.2718,0.1852,0.576,0.8025,0.633
5y,A65,21,0.05,0.75,0.5969,0.0983,-0.2718,0.1891,0.592,0.8025,0.633
5y,A65,21,0.05,1.0,0.6458,0.1049,-0.2718,0.1912,0.619,0.8025,0.633
5y,A65,21,0.1,0.0,0.1928,0.0359,-0.1072,0.0584,0.636,0.8025,0.633
5y,A65,21,0.1,0.25,0.4874,0.0828,-0.2718,0.1783,0.536,0.8025,0.633
5y,A65,21,0.1,0.5,0.5638,0.0937,-0.2718,0.1862,0.576,0.8025,0.633
5y,A65,21,0.1,0.75,0.6077,0.0998,-0.2718,0.1898,0.598,0.8025,0.633
5y,A65,21,0.1,1.0,0.6628,0.1072,-0.2718,0.1913,0.63,0.8025,0.633
5y,A65,21,0.15,0.0,0.2805,0.0508,-0.1587,0.0877,0.611,0.8025,0.633
5y,A65,21,0.15,0.25,0.493,0.0836,-0.2718,0.1794,0.539,0.8025,0.633
5y,A65,21,0.15,0.5,0.5652,0.0939,-0.2718,0.1874,0.574,0.8025,0.633
5y,A65,21,0.15,0.75,0.6291,0.1027,-0.2718,0.1901,0.611,0.8025,0.633
5y,A65,21,0.15,1.0,0.6798,0.1095,-0.2718,0.1914,0.64,0.8025,0.633
5y,A65,21,0.2,0.0,0.349,0.0618,-0.209,0.1156,0.578,0.8025,0.633
5y,A65,21,0.2,0.25,0.4983,0.0843,-0.2718,0.1808,0.54,0.8025,0.633
5y,A65,21,0.2,0.5,0.5855,0.0967,-0.2718,0.1879,0.587,0.8025,0.633
5y,A65,21,0.2,0.75,0.6497,0.1054,-0.2718,0.1903,0.624,0.8025,0.633
5y,A65,21,0.2,1.0,0.6969,0.1117,-0.2718,0.1915,0.651,0.8025,0.633
5y,A65,21,0.3,0.0,0.3873,0.0677,-0.2532,0.1473,0.52,0.8025,0.633
5y,A65,21,0.3,0.25,0.5279,0.0886,-0.2718,0.1826,0.558,0.8025,0.633
5y,A65,21,0.3,0.5,0.6274,0.1024,-0.2718,0.1886,0.613,0.8025,0.633
5y,A65,21,0.3,0.75,0.6859,0.1102,-0.2718,0.1907,0.646,0.8025,0.633
5y,A65,21,0.3,1.0,0.7309,0.1161,-0.2718,0.1919,0.671,0.8025,0.633
5y,A65,21,0.4,0.0,0.483,0.0821,-0.2676,0.1592,0.577,0.8025,0.633
5y,A65,21,0.4,0.25,0.5684,0.0943,-0.2718,0.1838,0.584,0.8025,0.633
5y,A65,21,0.4,0.5,0.6678,0.1079,-0.2718,0.1894,0.638,0.8025,0.633
5y,A65,21,0.4,0.75,0.7192,0.1146,-0.2718,0.1913,0.665,0.8025,0.633
5y,A65,21,0.4,1.0,0.7649,0.1205,-0.2718,0.1925,0.69,0.8025,0.633
5y,A65,21,0.5,0.0,0.6113,0.1002,-0.2714,0.1696,0.65,0.8025,0.633
5y,A65,21,0.5,0.25,0.6043,0.0993,-0.2718,0.1848,0.607,0.8025,0.633
5y,A65,21,0.5,0.5,0.7048,0.1127,-0.2718,0.1902,0.659,0.8025,0.633
5y,A65,21,0.5,0.75,0.7507,0.1187,-0.2718,0.192,0.682,0.8025,0.633
5y,A65,21,0.5,1.0,0.797,0.1245,-0.2718,0.1932,0.707,0.8025,0.633
5y,A65,28,0.02,0.0,0.0515,0.0101,-0.0268,0.0152,0.673,0.8025,0.633
5y,A65,28,0.02,0.25,0.4795,0.0816,-0.2718,0.1769,0.533,0.8025,0.633
5y,A65,28,0.02,0.5,0.5607,0.0932,-0.2718,0.1847,0.577,0.8025,0.633
5y,A65,28,0.02,0.75,0.5969,0.0983,-0.2718,0.1884,0.593,0.8025,0.633
5y,A65,28,0.02,1.0,0.6325,0.1031,-0.2718,0.1912,0.611,0.8025,0.633
5y,A65,28,0.05,0.0,0.0842,0.0163,-0.037,0.0261,0.636,0.8025,0.633
5y,A65,28,0.05,0.25,0.4842,0.0823,-0.2718,0.1773,0.536,0.8025,0.633
5y,A65,28,0.05,0.5,0.5619,0.0934,-0.2718,0.1852,0.577,0.8025,0.633
5y,A65,28,0.05,0.75,0.596,0.0981,-0.2718,0.1889,0.592,0.8025,0.633
5y,A65,28,0.05,1.0,0.6383,0.1039,-0.2718,0.1912,0.615,0.8025,0.633
5y,A65,28,0.1,0.0,0.1395,0.0265,-0.0734,0.0482,0.569,0.8025,0.633
5y,A65,28,0.1,0.25,0.4919,0.0834,-0.2718,0.1782,0.54,0.8025,0.633
5y,A65,28,0.1,0.5,0.5638,0.0937,-0.2718,0.186,0.576,0.8025,0.633
5y,A65,28,0.1,0.75,0.5944,0.0979,-0.2718,0.1898,0.589,0.8025,0.633
5y,A65,28,0.1,1.0,0.6478,0.1052,-0.2718,0.1912,0.621,0.8025,0.633
5y,A65,28,0.15,0.0,0.1959,0.0365,-0.1092,0.0718,0.537,0.8025,0.633
5y,A65,28,0.15,0.25,0.4995,0.0845,-0.2718,0.1792,0.544,0.8025,0.633
5y,A65,28,0.15,0.5,0.5653,0.0939,-0.2718,0.187,0.575,0.8025,0.633
5y,A65,28,0.15,0.75,0.6141,0.1006,-0.2718,0.19,0.601,0.8025,0.633
5y,A65,28,0.15,1.0,0.6574,0.1065,-0.2718,0.1913,0.627,0.8025,0.633
5y,A65,28,0.2,0.0,0.2532,0.0462,-0.1445,0.0961,0.52,0.8025,0.633
5y,A65,28,0.2,0.25,0.5069,0.0856,-0.2718,0.1804,0.547,0.8025,0.633
5y,A65,28,0.2,0.5,0.5728,0.0949,-0.2718,0.1879,0.578,0.8025,0.633
5y,A65,28,0.2,0.75,0.6325,0.1031,-0.2718,0.1902,0.613,0.8025,0.633
5y,A65,28,0.2,1.0,0.6669,0.1077,-0.2718,0.1913,0.632,0.8025,0.633
5y,A65,28,0.3,0.0,0.2734,0.0496,-0.2092,0.1346,0.428,0.8025,0.633
5y,A65,28,0.3,0.25,0.5369,0.0899,-0.2718,0.1824,0.565,0.8025,0.633
5y,A65,28,0.3,0.5,0.6196,0.1014,-0.2718,0.1885,0.608,0.8025,0.633
5y,A65,28,0.3,0.75,0.6548,0.1061,-0.2718,0.1904,0.627,0.8025,0.633
5y,A65,28,0.3,1.0,0.6859,0.1103,-0.2718,0.1915,0.644,0.8025,0.633
5y,A65,28,0.4,0.0,0.2787,0.0505,-0.2461,0.1496,0.405,0.8025,0.633
5y,A65,28,0.4,0.25,0.5892,0.0972,-0.2718,0.1832,0.6,0.8025,0.633
5y,A65,28,0.4,0.5,0.6496,0.1054,-0.2718,0.1889,0.627,0.8025,0.633
5y,A65,28,0.4,0.75,0.6772,0.1091,-0.2718,0.1908,0.64,0.8025,0.633
5y,A65,28,0.4,1.0,0.7049,0.1127,-0.2718,0.1918,0.655,0.8025,0.633
5y,A65,28,0.5,0.0,0.3298,0.0587,-0.2718,0.1602,0.437,0.8025,0.633
5y,A65,28,0.5,0.25,0.621,0.1016,-0.2718,0.1839,0.62,0.8025,0.633
5y,A65,28,0.5,0.5,0.6751,0.1088,-0.2718,0.1894,0.642,0.8025,0.633
5y,A65,28,0.5,0.75,0.6996,0.1121,-0.2718,0.1912,0.653,0.8025,0.633
5y,A65,28,0.5,1.0,0.7237,0.1152,-0.2718,0.1921,0.666,0.8025,0.633
5y,A65,42,0.02,0.0,0.046,0.009,-0.0268,0.0138,0.664,0.8025,0.633
5y,A65,42,0.02,0.25,0.4798,0.0816,-0.2718,0.1768,0.534,0.8025,0.633
5y,A65,42,0.02,0.5,0.5616,0.0934,-0.2718,0.1846,0.577,0.8025,0.633
5y,A65,42,0.02,0.75,0.5982,0.0984,-0.2718,0.1883,0.595,0.8025,0.633
5y,A65,42,0.02,1.0,0.6317,0.103,-0.2718,0.1912,0.61,0.8025,0.633
5y,A65,42,0.05,0.0,0.0703,0.0137,-0.0323,0.0205,0.676,0.8025,0.633
5y,A65,42,0.05,0.25,0.4851,0.0824,-0.2718,0.177,0.537,0.8025,0.633
5y,A65,42,0.05,0.5,0.5642,0.0937,-0.2718,0.1849,0.579,0.8025,0.633
5y,A65,42,0.05,0.75,0.5993,0.0986,-0.2718,0.1885,0.595,0.8025,0.633
5y,A65,42,0.05,1.0,0.6362,0.1036,-0.2718,0.1912,0.613,0.8025,0.633
5y,A65,42,0.1,0.0,0.1115,0.0214,-0.0642,0.0356,0.616,0.8025,0.633
5y,A65,42,0.1,0.25,0.4939,0.0837,-0.2718,0.1775,0.543,0.8025,0.633
5y,A65,42,0.1,0.5,0.5686,0.0943,-0.2718,0.1854,0.581,0.8025,0.633
5y,A65,42,0.1,0.75,0.6012,0.0988,-0.2718,0.189,0.595,0.8025,0.633
5y,A65,42,0.1,1.0,0.6437,0.1046,-0.2718,0.1912,0.618,0.8025,0.633
5y,A65,42,0.15,0.0,0.1536,0.029,-0.0955,0.0519,0.579,0.8025,0.633
5y,A65,42,0.15,0.25,0.5028,0.085,-0.2718,0.1781,0.549,0.8025,0.633
5y,A65,42,0.15,0.5,0.5729,0.0949,-0.2718,0.1859,0.583,0.8025,0.633
5y,A65,42,0.15,0.75,0.603,0.0991,-0.2718,0.1895,0.595,0.8025,0.633
5y,A65,42,0.15,1.0,0.6512,0.1056,-0.2718,0.1912,0.623,0.8025,0.633
5y,A65,42,0.2,0.0,0.1966,0.0366,-0.1265,0.0689,0.558,0.8025,0.633
5y,A65,42,0.2,0.25,0.5116,0.0863,-0.2718,0.1788,0.554,0.8025,0.633
5y,A65,42,0.2,0.5,0.5772,0.0955,-0.2718,0.1865,0.584,0.8025,0.633
5y,A65,42,0.2,0.75,0.6076,0.0997,-0.2718,0.1899,0.597,0.8025,0.633
5y,A65,42,0.2,1.0,0.6588,0.1067,-0.2718,0.1913,0.627,0.8025,0.633
5y,A65,42,0.3,0.0,0.2696,0.049,-0.187,0.1027,0.519,0.8025,0.633
5y,A65,42,0.3,0.25,0.5293,0.0888,-0.2718,0.1803,0.564,0.8025,0.633
5y,A65,42,0.3,0.5,0.5856,0.0967,-0.2718,0.1879,0.587,0.8025,0.633
5y,A65,42,0.3,0.75,0.6278,0.1025,-0.2718,0.1901,0.61,0.8025,0.633
5y,A65,42,0.3,1.0,0.6739,0.1087,-0.2718,0.1914,0.637,0.8025,0.633
5y,A65,42,0.4,0.0,0.2888,0.0521,-0.2349,0.1288,0.46,0.8025,0.633
5y,A65,42,0.4,0.25,0.5469,0.0913,-0.2718,0.1822,0.572,0.8025,0.633
5y,A65,42,0.4,0.5,0.609,0.0999,-0.2718,0.1883,0.602,0.8025,0.633
5y,A65,42,0.4,0.75,0.6482,0.1052,-0.2718,0.1903,0.623,0.8025,0.633
5y,A65,42,0.4,1.0,0.6891,0.1107,-0.2718,0.1915,0.646,0.8025,0.633
5y,A65,42,0.5,0.0,0.2844,0.0514,-0.2718,0.1516,0.407,0.8025,0.633
5y,A65,42,0.5,0.25,0.5769,0.0955,-0.2718,0.1827,0.592,0.8025,0.633
5y,A65,42,0.5,0.5,0.6349,0.1034,-0.2718,0.1886,0.618,0.8025,0.633
5y,A65,42,0.5,0.75,0.6687,0.108,-0.2718,0.1905,0.635,0.8025,0.633
5y,A65,42,0.5,1.0,0.7045,0.1127,-0.2718,0.1916,0.655,0.8025,0.633
5y,A65,63,0.02,0.0,0.0404,0.008,-0.0268,0.0126,0.636,0.8025,0.633
5y,A65,63,0.02,0.25,0.4759,0.0811,-0.2718,0.1767,0.531,0.8025,0.633
5y,A65,63,0.02,0.5,0.5587,0.093,-0.2718,0.1845,0.576,0.8025,0.633
5y,A65,63,0.02,0.75,0.5959,0.0981,-0.2718,0.1882,0.593,0.8025,0.633
5y,A65,63,0.02,1.0,0.6305,0.1028,-0.2718,0.1912,0.609,0.8025,0.633
5y,A65,63,0.05,0.0,0.0561,0.011,-0.0268,0.0153,0.725,0.8025,0.633
5y,A65,63,0.05,0.25,0.4755,0.081,-0.2718,0.1768,0.53,0.8025,0.633
5y,A65,63,0.05,0.5,0.5571,0.0927,-0.2718,0.1846,0.574,0.8025,0.633
5y,A65,63,0.05,0.75,0.5937,0.0978,-0.2718,0.1883,0.591,0.8025,0.633
5y,A65,63,0.05,1.0,0.6331,0.1032,-0.2718,0.1912,0.611,0.8025,0.633
5y,A65,63,0.1,0.0,0.0826,0.016,-0.037,0.0224,0.725,0.8025,0.633
5y,A65,63,0.1,0.25,0.4746,0.0809,-0.2718,0.1769,0.53,0.8025,0.633
5y,A65,63,0.1,0.5,0.5544,0.0923,-0.2718,0.1848,0.572,0.8025,0.633
5y,A65,63,0.1,0.75,0.5899,0.0973,-0.2718,0.1886,0.588,0.8025,0.633
5y,A65,63,0.1,1.0,0.6375,0.1038,-0.2718,0.1912,0.614,0.8025,0.633
5y,A65,63,0.15,0.0,0.1095,0.021,-0.0551,0.0308,0.694,0.8025,0.633
5y,A65,63,0.15,0.25,0.4738,0.0808,-0.2718,0.1771,0.529,0.8025,0.633
5y,A65,63,0.15,0.5,0.5517,0.092,-0.2718,0.185,0.57,0.8025,0.633
5y,A65,63,0.15,0.75,0.586,0.0968,-0.2718,0.1888,0.585,0.8025,0.633
5y,A65,63,0.15,1.0,0.6419,0.1044,-0.2718,0.1912,0.617,0.8025,0.633
5y,A65,63,0.2,0.0,0.1369,0.026,-0.073,0.0397,0.669,0.8025,0.633
5y,A65,63,0.2,0.25,0.4729,0.0806,-0.2718,0.1773,0.527,0.8025,0.633
5y,A65,63,0.2,0.5,0.5489,0.0916,-0.2718,0.1853,0.567,0.8025,0.633
5y,A65,63,0.2,0.75,0.5822,0.0962,-0.2718,0.1891,0.582,0.8025,0.633
5y,A65,63,0.2,1.0,0.6463,0.105,-0.2718,0.1912,0.62,0.8025,0.633
5y,A65,63,0.3,0.0,0.1928,0.0359,-0.1082,0.0584,0.637,0.8025,0.633
5y,A65,63,0.3,0.25,0.4711,0.0804,-0.2718,0.1778,0.525,0.8025,0.633
5y,A65,63,0.3,0.5,0.5432,0.0908,-0.2718,0.1858,0.562,0.8025,0.633
5y,A65,63,0.3,0.75,0.5869,0.0969,-0.2718,0.1893,0.585,0.8025,0.633
5y,A65,63,0.3,1.0,0.6551,0.1062,-0.2718,0.1912,0.625,0.8025,0.633
5y,A65,63,0.4,0.0,0.2505,0.0458,-0.1426,0.0775,0.619,0.8025,0.633
5y,A65,63,0.4,0.25,0.4691,0.0801,-0.2718,0.1783,0.523,0.8025,0.633
5y,A65,63,0.4,0.5,0.5373,0.0899,-0.2718,0.1863,0.557,0.8025,0.633
5y,A65,63,0.4,0.75,0.5954,0.0981,-0.2718,0.1893,0.591,0.8025,0.633
5y,A65,63,0.4,1.0,0.664,0.1073,-0.2718,0.1913,0.631,0.8025,0.633
5y,A65,63,0.5,0.0,0.3098,0.0555,-0.1762,0.097,0.608,0.8025,0.633
5y,A65,63,0.5,0.25,0.4671,0.0798,-0.2718,0.1789,0.52,0.8025,0.633
5y,A65,63,0.5,0.5,0.5367,0.0898,-0.2718,0.1867,0.556,0.8025,0.633
5y,A65,63,0.5,0.75,0.6038,0.0992,-0.2718,0.1893,0.596,0.8025,0.633
5y,A65,63,0.5,1.0,0.6728,0.1085,-0.2718,0.1913,0.636,0.8025,0.633
2011,F79,3,0.02,0.0,2.3667,0.0804,-0.364,0.1626,0.558,8.8541,0.815
2011,F79,3,0.02,0.25,5.0799,0.1218,-0.364,0.1886,0.705,8.8541,0.815
2011,F79,3,0.02,0.5,5.5259,0.1268,-0.364,0.1913,0.722,8.8541,0.815
2011,F79,3,0.02,0.75,5.6989,0.1287,-0.364,0.1925,0.727,8.8541,0.815
2011,F79,3,0.02,1.0,5.7979,0.1298,-0.364,0.193,0.731,8.8541,0.815
2011,F79,3,0.05,0.0,4.9589,0.1203,-0.364,0.1814,0.719,8.8541,0.815
2011,F79,3,0.05,0.25,5.4586,0.1261,-0.364,0.1924,0.715,8.8541,0.815
2011,F79,3,0.05,0.5,5.6095,0.1278,-0.364,0.1937,0.719,8.8541,0.815
2011,F79,3,0.05,0.75,5.7076,0.1288,-0.364,0.1942,0.723,8.8541,0.815
2011,F79,3,0.05,1.0,5.801,0.1298,-0.364,0.1943,0.727,8.8541,0.815
2011,F79,3,0.1,0.0,5.3351,0.1247,-0.364,0.196,0.699,8.8541,0.815
2011,F79,3,0.1,0.25,5.5644,0.1273,-0.364,0.1964,0.71,8.8541,0.815
2011,F79,3,0.1,0.5,5.5725,0.1274,-0.364,0.197,0.709,8.8541,0.815
2011,F79,3,0.1,0.75,5.579,0.1274,-0.364,0.1972,0.709,8.8541,0.815
2011,F79,3,0.1,1.0,5.6075,0.1277,-0.364,0.1972,0.71,8.8541,0.815
2011,F79,3,0.15,0.0,5.5095,0.1267,-0.364,0.1986,0.701,8.8541,0.815
2011,F79,3,0.15,0.25,5.5858,0.1275,-0.364,0.1989,0.705,8.8541,0.815
2011,F79,3,0.15,0.5,5.5918,0.1276,-0.364,0.199,0.704,8.8541,0.815
2011,F79,3,0.15,0.75,5.5967,0.1276,-0.364,0.1991,0.704,8.8541,0.815
2011,F79,3,0.15,1.0,5.6188,0.1279,-0.364,0.1992,0.705,8.8541,0.815
2011,F79,3,0.2,0.0,5.7044,0.1288,-0.364,0.1997,0.708,8.8541,0.815
2011,F79,3,0.2,0.25,5.7721,0.1295,-0.364,0.1999,0.711,8.8541,0.815
2011,F79,3,0.2,0.5,5.7784,0.1296,-0.364,0.2,0.711,8.8541,0.815
2011,F79,3,0.2,0.75,5.7819,0.1296,-0.364,0.2001,0.711,8.8541,0.815
2011,F79,3,0.2,1.0,5.8031,0.1298,-0.364,0.2001,0.712,8.8541,0.815
2011,F79,3,0.3,0.0,5.88,0.1306,-0.364,0.2009,0.713,8.8541,0.815
2011,F79,3,0.3,0.25,5.8816,0.1307,-0.364,0.2009,0.713,8.8541,0.815
2011,F79,3,0.3,0.5,5.8914,0.1308,-0.364,0.2011,0.713,8.8541,0.815
2011,F79,3,0.3,0.75,5.8951,0.1308,-0.364,0.2011,0.714,8.8541,0.815
2011,F79,3,0.3,1.0,5.9154,0.131,-0.364,0.2012,0.714,8.8541,0.815
2011,F79,3,0.4,0.0,5.9785,0.1317,-0.364,0.2015,0.716,8.8541,0.815
2011,F79,3,0.4,0.25,5.9879,0.1318,-0.364,0.2015,0.717,8.8541,0.815
2011,F79,3,0.4,0.5,5.9966,0.1319,-0.364,0.2016,0.717,8.8541,0.815
2011,F79,3,0.4,0.75,5.9998,0.1319,-0.364,0.2017,0.717,8.8541,0.815
2011,F79,3,0.4,1.0,6.0175,0.1321,-0.364,0.2017,0.718,8.8541,0.815
2011,F79,3,0.5,0.0,6.0429,0.1323,-0.364,0.202,0.718,8.8541,0.815
2011,F79,3,0.5,0.25,6.0918,0.1328,-0.364,0.2019,0.72,8.8541,0.815
2011,F79,3,0.5,0.5,6.0991,0.1329,-0.364,0.202,0.721,8.8541,0.815
2011,F79,3,0.5,0.75,6.1019,0.1329,-0.364,0.2021,0.721,8.8541,0.815
2011,F79,3,0.5,1.0,6.1169,0.1331,-0.364,0.2021,0.721,8.8541,0.815
2011,F79,5,0.02,0.0,1.3763,0.0567,-0.3635,0.1485,0.446,8.8541,0.815
2011,F79,5,0.02,0.25,4.9984,0.1208,-0.364,0.1869,0.705,8.8541,0.815
2011,F79,5,0.02,0.5,5.4485,0.126,-0.364,0.1905,0.72,8.8541,0.815
2011,F79,5,0.02,0.75,5.687,0.1286,-0.364,0.192,0.728,8.8541,0.815
2011,F79,5,0.02,1.0,5.7995,0.1298,-0.364,0.1928,0.731,8.8541,0.815
2011,F79,5,0.05,0.0,3.4832,0.1002,-0.364,0.1706,0.647,8.8541,0.815
2011,F79,5,0.05,0.25,5.2725,0.124,-0.364,0.1898,0.713,8.8541,0.815
